well_id,water_cut_fraction,MAIP_psi,required_injection_pressure_psi,porosity_fraction,permeability_md,TDS_mg_L,oil_in_water_ppm,TSS_mg_L,Ca_mg_L,SO4_mg_L,Ba_mg_L,Sr_mg_L,CRI,SRI,lithology,pH,temperature_C,GRSS,recommended_decision,main_reason
W12,0.736,7026,5412,0.282,669,2405,38.12,274.47,1574,67,0,115,20,0,sandstone,8.05,25.58,63.48,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.772,7582,5144,0.303,790,755,12.75,170.77,1662,274,0,129,29,69.5,sandstone,8.77,49.48,71.15,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.787,6762,4060,0.276,656,195,21.23,142.17,1736,331,0,119,44.4,83.4,sandstone,8.27,57.18,60.46,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.76,6949,4696,0.284,577,1978,6.99,91.71,1407,292,0,98,24.1,45,sandstone,8.3,47.41,76.18,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.748,7061,5006,0.299,716,2355,6.61,212.67,1579,309,0,89,50,41,shale,7.61,65.16,71.24,Disposal,"Shale interval is too sensitive under the current quality/risk profile, so disposal is preferred over injection."
W12,0.727,7413,7613,0.296,846,6953,29.64,325.73,1543,274,0,142,20,31,sandstone,8.05,22.84,32.92,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.76,7224,4341,0.273,210,3228,4.74,55.44,1516,206,0,123,14.9,31.4,shale,7.7,37.59,39.78,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W12,0.764,7019,5121,0.28,750,2629,6.19,106.69,1147,401,0,61,20.2,34.5,sandstone,8.03,45.1,78.32,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.747,7232,7432,0.298,656,103,10.71,340.7,1910,293,0,150,95.3,83.9,sandstone,6.14,66.68,46.22,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.754,7402,5592,0.291,694,5803,7.79,114.82,1327,221,0,131,20,24.6,sandstone,7.86,27.7,68.75,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.766,7554,8754,0.282,631,203,10.69,338.26,875,347,0,100,29.7,80.1,sandstone,9.49,49.86,57.08,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.727,6722,7922,0.275,552,5843,28.09,224,1529,380,0,132,22.7,42.7,carbonate,7.91,46.37,59.94,Injection not suitable,"Injection is not suitable because the carbonate case still fails key pressure, damage, or quality checks."
W12,0.76,7159,4089,0.285,713,1782,5.05,53.46,1388,261,0,81,20.6,36.3,sandstone,8.99,48,70.93,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.743,6634,5082,0.295,698,7027,42.07,88.16,1480,224,0,63,18.9,0,sandstone,7.93,37.93,67.99,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.703,7397,4981,0.3,760,1833,30.53,120.2,1799,309,0,146,68.3,63.2,sandstone,6.05,32.98,63.1,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.76,7572,7772,0.29,765,281,6.5,163.5,1702,222,0,165,20.3,80.8,sandstone,7.82,45.16,54.28,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.746,7094,4307,0.276,609,292,9.88,37.02,1692,214,0,135,29,73.7,sandstone,7.88,53.83,78.5,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.711,6883,5754,0.293,676,2149,13.24,101.48,1584,384,0,138,23.7,65.8,sandstone,8.22,46.84,60.7,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.795,7281,4907,0.274,591,4176,12.9,24.57,1601,222,0,119,11.1,27.9,shale,7.83,46.64,52.6,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W12,0.763,6937,3940,0.293,704,2273,10.59,33.18,1954,315,0,105,10.4,49.1,sandstone,7.82,43.62,75.78,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.747,7217,5970,0.29,686,1411,8.18,228.74,1517,256,0,139,20,58.4,sandstone,8.08,27.58,66.22,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.775,7107,3781,0.289,732,784,9.2,85.2,1280,270,0,136,18.6,68.8,sandstone,7.8,33.91,75.64,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.751,7340,5532,0.273,573,5126,9.24,92.49,1439,148,0,109,21.1,7.5,sandstone,8.2,45.87,65.85,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.745,7598,4978,0.291,721,4665,7.22,235.29,1243,206,0,167,20,34.5,sandstone,7.96,44.15,74.8,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.721,7143,4993,0.292,712,2759,22.28,117.18,1605,165,0,123,20,26.9,shale,7.74,36.54,67.2,Disposal,"Shale interval is too sensitive under the current quality/risk profile, so disposal is preferred over injection."
W12,0.757,7438,5393,0.285,702,1817,24.13,145.35,1477,189,0,123,20,38.9,shale,7.8,40.82,72.37,Disposal,"Shale interval is too sensitive under the current quality/risk profile, so disposal is preferred over injection."
W12,0.752,7312,4975,0.286,672,2260,9.84,211.22,1465,314,0,99,21.7,45.6,shale,8.22,45.85,73.95,Disposal,"Shale interval is too sensitive under the current quality/risk profile, so disposal is preferred over injection."
W12,0.722,7415,4728,0.308,848,1393,12.14,268.07,1052,275,0,159,20,64.3,carbonate,7.76,44.77,71.12,Disposal,"Even with carbonate injectivity potential, the current pressure or quality indicators do not support safe reinjection."
W12,0.757,6937,6392,0.281,700,732,7.71,40.55,1646,68,0,124,15,18.7,sandstone,8.01,46.42,70.13,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.754,7487,5461,0.299,644,3107,9.37,174.89,1842,253,0,123,20,39,sandstone,7.79,42.72,70.56,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.774,7780,5545,0.26,544,1398,13.3,119.37,1367,134,0,147,22.6,37.7,sandstone,7.84,46.3,61.94,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.772,7555,4738,0.283,573,1265,8.38,118.84,1649,143,0,142,20,40.2,sandstone,8.16,27.31,72.45,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.805,6877,5597,0.299,754,2402,5.12,82.24,2089,225,0,128,79.6,41.9,sandstone,6.56,64.83,66.86,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.745,7319,5337,0.285,659,2840,22.45,189.28,1360,146,0,126,68.3,23.1,sandstone,6.05,32.45,66.36,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.787,6916,4958,0.299,223,2930,6.24,88.26,1568,227,0,139,19.8,40.5,sandstone,7.94,45.43,71.46,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.812,7481,6394,0.309,873,1510,22.44,244.44,1538,101,0,81,20,7.2,sandstone,8.11,38.1,64.84,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.787,7547,4706,0.285,644,2705,9.94,77.13,1513,300,0,97,17.7,39.6,carbonate,7.68,35.96,76.43,Treat then inject,"Carbonate zone is potentially injectable, but treatment is recommended first to control scale and compatibility risk."
W12,0.749,7396,4852,0.284,565,1612,6.04,117.41,1051,149,0,113,20,30.1,sandstone,7.87,34.03,70.49,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.807,7445,5084,0.296,767,766,7.12,206.86,813,228,0,92,20,48.5,sandstone,8.95,40.39,69.5,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.795,7349,5604,0.304,724,227,7.12,158.86,993,182,0,111,20,60.8,sandstone,8.07,36.54,65.48,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.787,6936,5104,0.272,560,4294,9.9,117.44,1569,213,0,109,37.7,23,carbonate,8.28,53.87,78.42,Treat then inject,"Carbonate zone is potentially injectable, but treatment is recommended first to control scale and compatibility risk."
W12,0.782,7325,5620,0.292,788,3481,8.31,273.98,1921,126,0,107,28.4,9,sandstone,8.54,49.19,64.35,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.768,7589,5032,0.305,821,1573,22.51,220.47,1147,125,0,133,36,30.1,sandstone,8.11,53,74.53,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.773,7560,7760,0.307,903,549,16.01,105.62,1511,225,0,106,33.5,59.4,sandstone,7.76,51.73,59.85,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.763,7481,5411,0.292,674,5594,27.22,140.5,2111,242,0,73,50,8.8,sandstone,7.85,67.4,63.16,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.752,7528,6414,0.281,619,2651,10.2,140.71,1254,182,0,88,26.8,19.8,sandstone,7.99,48.42,73.46,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.745,7015,8215,0.28,609,2203,17.27,195.27,973,307,0,155,26.3,59.4,sandstone,8.11,48.16,40.87,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.783,7550,7750,0.276,666,739,5.85,311.35,1807,252,0,118,50,64,shale,7.97,61.81,45.48,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W12,0.724,7153,3957,0.298,916,2130,11,73.31,1572,269,0,144,17.3,53.7,sandstone,8.03,44.79,73.9,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.759,6922,7122,0.295,716,2624,9.16,339.69,1061,239,0,170,35,51,sandstone,8.98,52.5,35.71,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.777,7182,5343,0.302,936,3656,8.76,87.55,1906,127,0,111,27.8,9.5,sandstone,8.07,49.47,67.66,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.766,7334,5879,0.303,888,275,10.13,187.99,1487,282,0,123,20,81.2,sandstone,7.99,41.59,60.78,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.773,7091,7291,0.28,646,91,30.49,163.98,1590,344,0,177,40.6,83.9,sandstone,9.62,55.31,63.92,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.773,6826,7026,0.274,587,240,7.23,253.33,1556,217,0,193,20,80.4,sandstone,8.26,36,44.76,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.819,6982,7182,0.298,763,6424,9.62,183.48,1347,195,0,160,20,25.1,sandstone,9.22,18.48,59.18,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.778,7409,7609,0.294,560,4096,23.25,162.24,1989,261,0,191,50,49.4,sandstone,7.77,68.28,40.76,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.79,7123,7323,0.294,624,2993,10.27,284.57,1417,294,0,141,20,49.2,sandstone,9.72,16.43,40.05,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.724,6736,4713,0.307,773,6377,41.22,273.71,751,318,0,134,27.3,35.6,shale,7.78,48.66,69.06,Disposal,"Shale interval is too sensitive under the current quality/risk profile, so disposal is preferred over injection."
W12,0.761,7259,5659,0.285,624,1982,10.9,144.54,1524,230,0,119,94.3,42.8,sandstone,6.17,63,71.58,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.768,7168,7368,0.294,698,4809,6.48,280.13,1063,299,0,109,33.1,32.1,sandstone,7.99,51.57,41.49,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.803,7053,7253,0.295,714,1192,8.6,116.32,1380,198,0,135,33.2,50.3,sandstone,7.64,51.6,55.77,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.786,7221,5589,0.265,612,6458,27.31,243.88,1453,63,0,110,20,0,sandstone,8.07,43.9,61.59,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.776,7369,4881,0.294,691,1318,7.64,175.78,1476,192,0,134,20,47.5,sandstone,7.67,27.39,70.66,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.779,7080,7280,0.267,554,2378,6.08,135.3,1391,212,0,117,36.3,36.3,sandstone,7.01,19.43,33.14,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.735,7349,7549,0.284,712,123,21.34,326.03,1629,174,0,130,50,72,shale,7.88,65.71,39.88,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W12,0.763,6970,7170,0.293,228,3216,10.09,333.96,2010,302,0,116,50,43.5,sandstone,7.99,65.04,48.25,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.802,7408,4492,0.288,731,1996,11.04,48.32,1500,83,0,159,13.7,18.4,sandstone,7.76,44.3,72.7,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.81,7543,4622,0.314,849,2092,6.52,44.73,1408,193,0,105,13,31.9,sandstone,7.83,38.82,85.91,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W12,0.799,7116,4598,0.309,702,1073,10.1,27.26,1730,247,0,119,8.9,57.4,carbonate,8.15,45.09,74.53,Treat then inject,"Carbonate zone is potentially injectable, but treatment is recommended first to control scale and compatibility risk."
W12,0.764,7142,6192,0.281,635,2745,8.88,102.25,1579,132,0,86,20,7.7,shale,8.21,41.52,60.63,Disposal,"Shale interval is too sensitive under the current quality/risk profile, so disposal is preferred over injection."
